Segmentos PK_Calzada No.,Zonas,CIV,PK_ID,Estrategia,Programa,LOC. No.,Nombre Localidad,UPZ,Barrio,Eje Vial,Tramo Inicial,Tramo Final,Longitud Segmento (ML),"Ancho 
Segmento (ML)","Área
Segmento (m2)",Memorando Priorizaciòn,Km Carril Impacto   Km C,Km Lineal,Km Obra,Tipo Malla Vial,Tipo de Actividad,Tipo de Intervención,Fecha Inicio,Fecha Final,Estado Ejecucion,Mes Reporte,Fusion CIV,Fusion PK_ID,Grupo Contraloria,Ingeniero de Apoyo,Director de Obra / Residente
262,Zona 02,"12,001,786","178,028",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,DOCE DE OCTUBRE,POPULAR MODELO,KR 57B,CL 66B,CL 67,"4,832",604,"2,918,528","2,01912E+13",1,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Feb 11 00:00:00 COT 2019,Thu Feb 21 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Wilmer Suarez
263,Zona 02,"12,002,467","179,118",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,LOS ALCAZARES,SIETE DE AGOSTO,CL 64,KR 24,KR 25,"4,762",804,"3,828,648","2,01912E+13",13,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Fri Feb 15 00:00:00 COT 2019,Thu Feb 21 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
264,Zona 03,"16,004,386","186,358",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,TV 39,DG 39 S,KR 41A,"6,339",655,"4,152,045","2,01912E+13",14,0,0,MVL,Parcheo,Mantenimiento,Fri Feb 22 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
265,Zona 02,"12,001,286","178,416",Infraestructura y Gestión de Tránsito,IMV-PR-003,12,Barrios Unidos,LOS ALCAZARES,SANTA SOFIA,KR 29C,CL 78,CL 79,"11,574",781,"9,039,294","2,01601E+13",3,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Tue Feb 19 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
266,Zona 02,"12,000,209","178,526",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,LOS ANDES,LA CASTELLANA,KR 49,CL 95,KR 50,"19,932",904,"18,018,528","2,01912E+13",6,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Mon Feb 18 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Wilmer Suarez
267,Zona 02,"12,001,172","178,418",Infraestructura y Gestión de Tránsito,IMV-PR-003,12,Barrios Unidos,LOS ALCAZARES,SANTA SOFIA,KR 29C,CL 79,CL 79B,"11,348",794,"9,010,312",Grupo Sigma,3,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Tue Feb 19 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Wilmer Suarez
268,Zona 02,"12,001,848","178,359",Infraestructura y Gestión de Tránsito,Misionalidad,12,Barrios Unidos,DOCE DE OCTUBRE,DOCE DE OCTUBRE,KR 50,DG 71BIS,CL 71A,"13,307",799,"10,632,293","2,01912E+13",35,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Mon Feb 18 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
269,Zona 03,"14,000,056","183,759",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,14,Martires,LA SABANA,SAMPER MENDOZA,AK 27,CL 22C,CL 23,"11,953",996,"11,905,188",Grupo Sigma,34,0,"236,245,714",MVA,Parcheo,Mantenimiento,Wed Feb 20 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
270,Zona 03,"14,000,044","183,760",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,14,Martires,LA SABANA,SAMPER MENDOZA,AK 27,CL 23,CL 23A,628,828,"519,984",Grupo Sigma,15,0,"62,857,143",MVA,Parcheo,Mantenimiento,Fri Feb 22 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
271,Zona 03,"14,000,070","513,129",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,14,Martires,LA SABANA,SAMPER MENDOZA,AK 27,CL 22B,CL 22C,"10,635",986,"1,048,611",Grupo Sigma,3,0,"16,194,286",MVA,Parcheo,Mantenimiento,Fri Feb 22 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
272,Zona 05,"8,002,012","151,736",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,8,Kennedy,CASTILLA,BAVARIA,CL 10,KR 72C,KR 73,70,787,"5,509","2,01812E+13",18,0,0,MVL,Rehabilitacion Flexible,Rehabilitación,Thu Jan 24 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Rehabilitación,Daniel Gamboa,Ing. Gustavo Velandia/Ing.Elena Alvarado
273,Zona 03,"14,000,060","183,904",Infraestructura y Gestión de Tránsito,Misionalidad,14,Martires,LA SABANA,FLORIDA,CL 24A,KR 25,KR 26,"9,816",632,"6,203,712","2,01812E+13",21,0,0,MVL,Cambio de Carpeta,Mantenimiento,Wed Feb 13 00:00:00 COT 2019,Fri Feb 22 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Karen Zarate,"Ing,Gustavo Velandia/Ing. Carlos Mendez"
274,Zona 05,"8,009,079","148,600",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,CARVAJAL,PROVIVIENDA OCCIDENTAL,KR 72 I,CL 37D SUR,CL 38 SUR,"1,273",712,"906,376","2,01812E+13",3,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu Feb 14 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Daniel Gamboa,Ing. Carlos Castaño/Ing.Elena Alvarado
275,Zona 03,"16,004,354","186,263",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,CL 38A S,TV 39,TV 39A,"6,255",72,"45,036","2,01912E+13",15,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Thu Feb 21 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
276,Zona 03,"16,004,410","186,262",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,CL 38A S,TV 39,TV 35,537,637,"342,069","2,01912E+13",11,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Thu Feb 21 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
277,Zona 03,"16,004,326","185,252",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,TV 39A,CL 38B S,DG 39 S,"8,124",652,"5,296,848","2,01912E+13",18,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Thu Feb 21 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
278,Zona 03,"16,004,314","185,253",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,TV 39A,CL 38AS,CL 38BS,"9,479",659,"6,246,661","2,01912E+13",21,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Thu Feb 21 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Wilmer Suarez
279,Zona 03,"16,004,382","186,269",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,DG 39 S,TV 39,TV 39A,"5,336",626,"3,340,336","2,01912E+13",11,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Fri Feb 22 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
280,Zona 03,"16,004,327","186,270",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,DG 39 S,TV 39A,TV 39B,"5,271",628,"3,310,188","2,01912E+13",11,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Fri Feb 22 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
281,Zona 03,"16,004,365","185,328",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,KR 41A,CL 39A S,TV 39,"10,634",607,"6,454,838","2,01912E+13",22,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Fri Feb 22 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
282,Zona 03,"14,000,018","600,481",Infraestructura y Gestión de Tránsito,IMV-PR-003,14,Martires,LA SABANA,USATAMA,CL 24,TV 28,KR 29,"5,883","1,227","7,218,441",Grupo Sigma,24,0,0,MVL,Parcheo,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
283,Zona 03,"14,001,735","513,111",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,14,Martires,LA SABANA,PALOQUEMAO,AK 27,AC 22,CL 22A,"20,425",959,"19,587,575",Grupo Sigma,56,0,"186,294,286",MVA,Parcheo,Mantenimiento,Mon Feb 11 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
284,Zona 03,"16,003,633","185,334",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,KR 41A,CL 31 S,CL 32 S,"6,969",616,"4,292,904","2,01912E+13",14,0,0,MVL,Parcheo,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
285,Zona 03,"16,003,687","185,333",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,KR 41A,CL 32 S,CL 33 S,"4,564",628,"2,866,192","2,01912E+13",1,0,0,MVL,Parcheo,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
286,Zona 03,"16,003,369","185,499",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,ALCALA,KR 51B,CL 35 S,CL 36 S,"4,705",618,"290,769","2,01912E+13",1,0,0,MVL,Parcheo,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
287,Zona 03,"16,003,427","185,498",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,ALCALA,KR 51B,CL 36 S,CL 37 S,"4,695",622,"292,029","2,01912E+13",1,0,0,MVL,Parcheo,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
288,Zona 03,"14,000,037","183,761",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,14,Martires,LA SABANA,FLORIDA,AK 27,CL 23A,DG 24BIS,"7,078",803,"5,683,634",Grupo Sigma,16,0,"77,514,286",MVA,Parcheo,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
289,Zona 04,"6,000,326","320,983",Infraestructura y Gestión de Tránsito,Misionalidad,6,Tunjuelito,VENECIA,FATIMA,CL 49B S,KR 38,TV 44,"10,398",633,"6,581,934","2,01812E+13",22,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri Feb 15 00:00:00 COT 2019,Mon Feb 25 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Laura Huertas,Ing. Manuel Avila/Ing.Samuel Sanchez
290,Zona 02,"12,001,348","178,415",Infraestructura y Gestión de Tránsito,IMV-PR-003,12,Barrios Unidos,LOS ALCAZARES,SANTA SOFIA,KR 29C,CL 77,CL 78,"9,251",849,"7,854,099",Grupo Sigma,26,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Wed Feb 20 00:00:00 COT 2019,Tue Feb 26 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
291,Zona 03,"16,002,560","187,573",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,CIUDAD MONTES,COMUNEROS,CL 4,KR 33,KR 34,"5,171",584,"3,019,864","2,01912E+13",1,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Tue Feb 26 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
292,Zona 03,"14,000,059","183,749",Infraestructura y Gestión de Tránsito,IMV-PR-003,14,Martires,LA SABANA,FLORIDA,KR 25,CL 24A,CL 2B,"7,068","1,009","7,131,612",Grupo Sigma,24,0,0,MVL,Parcheo,Mantenimiento,Tue Feb 26 00:00:00 COT 2019,Tue Feb 26 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
293,Zona 03,"14,000,165","513,126",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,14,Martires,LA SABANA,PALOQUEMAO,AK 27,AC 19,AC22,"25,712","1,108","28,488,896",Grupo Sigma,81,0,"31,711,429",MVA,Parcheo,Mantenimiento,Wed Feb 20 00:00:00 COT 2019,Tue Feb 26 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
294,Zona 01,"11,003,653","176,233",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,SUBA,LAS FLORES,KR 98,CL 147C,CL 148,"8,683",825,"7,163,475","2,01812E+13",24,0,0,MVL,Cambio de Carpeta,Mantenimiento,Sat Feb 09 00:00:00 COT 2019,Wed Feb 27 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Jeferson Carpio,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
295,Zona 01,"11,012,366","91,013,853",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,SUBA,LAS FLORES,CL 147C,KR 97,KR 97,135,96,"1,296","2,01812E+13",4,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu Feb 14 00:00:00 COT 2019,Wed Feb 27 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Jeferson Carpio,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
296,Zona 01,"11,013,406","91,020,760",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,SUBA,LAS FLORES,CL 147C,KR 98,KR 98,"1,412",846,"1,194,552","2,01812E+13",4,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri Feb 15 00:00:00 COT 2019,Wed Feb 27 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Jeferson Carpio,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
297,Zona 03,"14,001,241","182,737",Infraestructura y Gestión de Tránsito,Misionalidad,14,Martires,SANTA ISABEL,SANTA ISABEL SUR,KR 29C,CL 1A,CL 1ABIS,598,697,"416,806","2,01812E+13",14,0,0,MVL,Cambio de Carpeta,Mantenimiento,Sat Feb 16 00:00:00 COT 2019,Wed Feb 27 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Karen Zarate,"Ing,Gustavo Velandia/Ing. Carlos Mendez"
298,Zona 04,"19,006,303","452,503",Infraestructura y Gestión de Tránsito,Misionalidad,19,Ciudad Bolivar,SAN FRANCISCO,LAS ACACIAS,CL 65 SUR,KR 20 C,KR 20 D,"4,329",712,"3,082,248","2,01601E+13",1,0,0,MVL,Cambio de Losas,Mantenimiento,Wed Feb 13 00:00:00 COT 2019,Wed Feb 27 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Losas,Laura Huertas,Ing. Manuel Avila/Ing. Ramiro Robles
299,Zona 03,"16,003,541","185,335",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,KR 41A,CL 29C S,CL 31 S,"7,394",615,"454,731","2,01912E+13",15,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Wed Feb 27 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
300,Zona 01,"1,003,757","503,607",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,LOS CEDROS,CEDRITOS,AK 15,CL 140,CL 140BIS,54,849,"45,846",Grupo Sigma,13,0,"58,285,714",MVA,Parcheo,Mantenimiento,Wed Feb 27 00:00:00 COT 2019,Wed Feb 27 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
301,Zona 01,"1,006,373","519,258",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,LOS CEDROS,CEDRITOS,AK 15,CL 140BIS,CL 140A,"4,314",941,"4,059,474",Grupo Sigma,12,0,"39,071,429",MVA,Parcheo,Mantenimiento,Thu Feb 28 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
302,Zona 03,"16,001,451","519,543",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,SAN RAFAEL,SAN FRANCISCO,CL4,TV42,KR43C,"5,529",68,"375,972","2,01912E+13",13,0,0,MVL,Parcheo,Mantenimiento,Thu Feb 28 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
303,Zona 03,"16,003,731","186,296",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,OSPINA PEREZ,KR52,CL40S,CL40AS,"5,152",819,"4,219,488","2,01912E+13",14,0,0,CML,Parcheo,Mantenimiento,Thu Feb 28 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
304,Zona 03,"14,000,038","183,894",Infraestructura y Gestión de Tránsito,IMV-PR-003,14,Martires,LA SABANA,SAMPER MENDOZA,CL 23A,AK 27,TV 28,"8,189",665,"5,445,685",Grupo Sigma,18,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Tue Feb 26 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
305,Zona 03,"16,003,783","185,332",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,KR 41A,CL 33 S,CL 35 S,"7,994",598,"4,780,412","2,01912E+13",16,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
306,Zona 03,"16,003,001","186,177",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,TEJAR,CL 36 S,KR 52 A,KR 52ABIS,"6,512",727,"4,734,224","2,01912E+13",16,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Wed Feb 27 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
307,Zona 03,"16,003,310","186,157",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,ALCALA,CL 35 S,KR 51B,KR 51C,"9,197",581,"5,343,457","2,01912E+13",18,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Feb 25 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
308,Zona 03,"16,002,947","186,178",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,TEJAR,CL 36 S,KR 52ABIS,KR 52C,"5,585",724,"404,354","2,01912E+13",13,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Tue Feb 26 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
309,Zona 03,"16,001,391","187,200",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,SAN RAFAEL,SAN FRANCISCO,KR 44,TV 42A,CL 4BIS,"4,403",664,"2,923,592","2,01912E+13",1,0,0,CML,Parcheo,Mantenimiento,Thu Feb 28 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Parcheo,Cesar Pinto,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
310,Zona 04,"19,006,396","452,683",Infraestructura y Gestión de Tránsito,Misionalidad,19,Ciudad Bolivar,SAN FRANCISCO,LAS ACACIAS,CL 65 S,KR 20B,KR 20C,"4,401",615,"2,706,615","2,01701E+13",9,0,0,MVL,Cambio de Losas,Mantenimiento,Mon Feb 18 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Losas,Laura Huertas,Ing. Manuel Avila/Ing. Ramiro Robles
311,Zona 04,"19,006,680","453,315",Infraestructura y Gestión de Tránsito,Misionalidad,19,Ciudad Bolivar,SAN FRANCISCO,LAS ACACIAS,KR 19F,CL 65 S,CL 66 S,"12,327",717,"8,838,459","2,01701E+13",29,0,0,MVL,Cambio de Losas,Mantenimiento,Mon Feb 04 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Losas,Laura Huertas,Ing. Manuel Avila/Ing. Ramiro Robles
312,Zona 01,"11,003,654","176,240",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,SUBA,LAS FLORES,CL 147C,KR 98,KR 98B,485,879,"426,315","2,01812E+13",14,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri Feb 15 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Jeferson Carpio,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
313,Zona 01,"11,003,709","176,239",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,SUBA,LAS FLORES,CL 147C,KR 97,KR 98,47,901,"42,347","2,01812E+13",14,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu Feb 14 00:00:00 COT 2019,Thu Feb 28 00:00:00 COT 2019,Terminado,Febrero,0,0,Cambio de Carpeta,Jeferson Carpio,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
314,Zona 03,"16,004,039","186,291",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,ALQUERIA,KR 52,CL 41 B Sur,CL 42 Sur,"4,446",844,"3,752,424","2,01912E+13",13,0,0,CML,Parcheo,Mantenimiento,Fri Mar 01 00:00:00 COT 2019,Fri Mar 01 00:00:00 COT 2019,Terminado,Marzo,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
315,Zona 03,"16,003,263","187,903",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU,CL 28 Sur,KR 41 Bis,KR 41 BIS A,"2,195",763,"1,674,785","2,01912E+13",6,0,0,MVL,Parcheo,Mantenimiento,Fri Mar 01 00:00:00 COT 2019,Fri Mar 01 00:00:00 COT 2019,Terminado,Marzo,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
316,Zona 01,"1,003,718","525,055",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,LOS CEDROS,CEDRITOS,AK 15,CL 141,CL 140 A,"6,387",912,"5,824,944",Grupo Sigma,17,0,"18,571,429",MVA,Parcheo,Mantenimiento,Thu Feb 28 00:00:00 COT 2019,Fri Mar 01 00:00:00 COT 2019,Terminado,Marzo,0,0,Parcheo,Ximena Vargas,Ing. Manuel Avila/Ing. Angel Ricardo Ibagon
317,Zona 01,"11,008,093","168,860",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,EL PRADO,PRADO PINZON,KR 50,CL 141,CL 142,"4,492",656,"2,946,752","2,01812E+13",1,0,0,MVL,Cambio de Carpeta,Mantenimiento,Thu Feb 14 00:00:00 COT 2019,Fri Mar 01 00:00:00 COT 2019,Terminado,Marzo,0,0,Cambio de Carpeta,Adriana Sierra,Ing. Luis Marin/Ing.Andrea Torres
